election,competitive_ratio,total_rankings_used,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,total_rankings_skipped_by_tally,total_rankings_stalled_after_winner,total_rankings_stalled_after_runner_up,total_rankings_tallied,total_ballots_with_rankings_skipped_by_tally,total_ballots_with_rankings_stalled_after_winner,total_ballots_with_rankings_stalled_after_runner_up,total_ballots_with_fav_eliminated_and_second_not_tallied,total_ballots_with_elimination_and_next_not_tallied,n_candidates,rank_limit,come_from_behind,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,includes_duplicate_ranking,includes_overvote_ranking,includes_skipped_ranking,total_irregular,total_undervote,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
Burlington_03072023_CityCouncilEastDistrict,0,12505,,,,,,,,,,9484,376,0,2645,1467,338,0,1467,1467,2,3,False,0,3.0,641.0,37.0,756.0,25.0,3.0,7.0,35.0,67.0,1467.0,True,737.0,1.564,"TIMOTHY C. DOHERTY,JR",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,747.0,53.472,53.472,1
Burlington_03072023_CityCouncilNorthDistrict,0,29498,,,,,,,,,,0,0,0,3748,0,0,0,0,0,1,2,False,0,3.0,2998.0,0,77.0,107.0,3.0,30.0,140.0,671.0,3748.0,True,3017.0,1.024,MARK BARLOW,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979.0,2979.0,96.91,96.91,1
Burlington_03072023_CityCouncilSouthDistrict,0,15774,,,,,,,,,,10827,1057,484,3406,1759,596,307,1759,1759,3,4,False,0,10.0,750.0,708.0,940.0,37.0,15.0,16.0,64.0,62.0,1759.0,True,696.0,1.979,JOAN SHANNON,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,1196.0,70.895,70.895,1
Corvallis_11082022_CityCouncilWard9,0.5089034676663543,12470,,,,,,,,,,2960,2061,1639,5810,2929,1190,924,2929,2929,3,3,False,0,4.0,283.0,1997.0,2146.0,20.0,10.0,13.0,37.0,497.0,2929.0,True,1997.0,2.702,Tony Cadena,3,5.0,91.0,3.0,0.0,88.0,0.0,0.0,0.0,0.0,1064.0,1343.0,43.84,57.491,1
Corvallis_11082022_Mayor,0.6990144048521607,105032,,,,,,,,,,24303,16234,15322,49173,23879,9417,9197,23879,23879,3,3,False,0,31.0,1775.0,17308.0,18917.0,173.0,70.0,59.0,271.0,3162.0,23879.0,True,17308.0,2.747,Charles Maughan,3,41.0,930.0,14.0,0.0,916.0,0.0,0.0,0.0,0.0,7883.0,9890.0,38.126,50.086,1
Eastpointe_11052019_CityCouncil,0.6048387096774194,10351,,,,,,,,,,542,2382,1631,5796,432,1388,1024,1089,1456,4,4,False,0,21.0,831.0,2878.0,4184.0,359.0,42.0,23.0,414.0,118.0,5145.0,True,2517.0,2.903,Sarah A. Lucido,4,23.0,346.0,6.0,1.0,339.0,0.0,0.0,0.0,0.0,1853.0,2690.0,37.03,57.75,1
ElkRidge_11022021_Mayor,0.47048300536672627,3463,,,,,,,,,,8,1135,784,1536,5,672,452,406,457,3,3,False,0,0,180.0,967.0,1129.0,32.0,3.0,4.0,37.0,2.0,1311.0,True,967.0,2.601,ROBERT HADDOCK,2,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,559.0,728.0,42.704,57.188,1
Hawaii_05232020_PresidentoftheUnitedStateCD1,0,16004,,,,,,,,,,1256,1322,1599,11827,1256,1322,1599,2855,2855,11,3,False,1,77.0,5845.0,6104.0,8738.0,619.0,128.0,37.0,769.0,31.0,14650.0,True,6104.0,2.013,Joseph R. Biden,1,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577.0,8577.0,59.017,59.017,1
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2,0,39123,,,,,,,,,,3232,3225,3806,28860,3232,3225,3806,7038,7038,11,3,False,1,199.0,13740.0,14817.0,21236.0,1596.0,333.0,93.0,1989.0,80.0,35148.0,True,14817.0,2.025,Joseph R. Biden,1,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19568.0,19568.0,56.156,56.156,1
Hawaii_05232020_PresidentoftheUnitedStateCD2,0,23119,,,,,,,,,,1976,1903,2207,17033,1976,1903,2207,4183,4183,11,3,False,1,122.0,7895.0,8713.0,12498.0,977.0,205.0,56.0,1220.0,49.0,20498.0,True,8713.0,2.035,Joseph R. Biden,1,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10991.0,10991.0,54.108,54.108,1
Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES,0,436747,,,,,,,,,,9551,191330,59377,176489,3504,78402,25704,14195,28570,5,5,False,0,255.0,39272.0,82628.0,107707.0,10392.0,835.0,2591.0,13245.0,318.0,147446.0,True,25607.0,2.796,Joseph R. Biden,1,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102807.0,102807.0,70.069,70.069,1
LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR,0.3916083916083916,15273,,,,,,,,,,7383,1585,1424,4881,2394,730,631,2394,2394,4,4,False,0,5.0,790.0,1048.0,1460.0,32.0,16.0,21.0,62.0,141.0,2394.0,True,874.0,2.5,TESSA ABEYTA STUVE,3,7.0,160.0,2.0,5.0,153.0,0.0,0.0,0.0,0.0,969.0,1149.0,43.143,55.081,1
LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR,0.44036697247706424,10354,,,,,,,,,,5412,1167,614,3161,1689,706,365,1689,1689,3,3,False,0,5.0,459.0,887.0,1101.0,31.0,9.0,9.0,44.0,127.0,1689.0,True,887.0,2.271,JOHANA BENCOMO,2,5.0,88.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,763.0,922.0,49.004,62.764,1
LasCruces_11052019_MAYORCITYOFLASCRUCES,0.42213941934482224,127312,,,,,,,,,,49479,21434,21687,34712,14156,4985,4666,14156,14156,10,10,False,0,122.0,2780.0,9241.0,11278.0,462.0,370.0,503.0,1139.0,49.0,14156.0,True,3947.0,4.897,KEN MIYAGISHIMA,9,127.0,1654.0,60.0,65.0,1529.0,0.0,0.0,0.0,0.0,5170.0,6778.0,36.981,54.989,1
Maine_06122018_DemocraticPrimaryforCD2,0.20705128205128207,75547,,,,,,,,,,2208,14583,13601,45155,2115,9622,8931,9432,11036,4,5,False,0,132.0,12049.0,24167.0,33308.0,1024.0,341.0,1336.0,2562.0,5408.0,50845.0,True,15534.0,2.605,"Golden, Jared F.",3,226.0,1747.0,26.0,20.0,1701.0,0.0,0.0,0.0,0.0,20987.0,23611.0,46.42,54.323,1
Maine_06122018_DemocraticPrimaryforGovernor,0.5995394934427871,431745,,,,,,,,,,45543,107192,98525,180485,26306,35954,33663,37829,53615,7,8,False,0,468.0,15881.0,96592.0,110621.0,4365.0,1843.0,5856.0,11229.0,5535.0,132250.0,True,40957.0,4.309,"Mills, Janet T.",7,576.0,8886.0,150.0,151.0,8585.0,0.0,0.0,0.0,0.0,41735.0,63387.0,33.087,54.06,1
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41,0.2970137207425343,11782,,,,,,,,,,3015,2100,1560,5107,2638,1196,917,2638,2638,3,3,False,0,4.0,390.0,1818.0,2134.0,12.0,10.0,7.0,28.0,114.0,2638.0,True,1818.0,2.566,"Zager, Samuel Lewis",2,5.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1239.0,1397.0,49.186,56.696,1
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47,0.6370143149284253,11715,,,,,,,,,,3256,1768,1650,5041,2624,1056,966,2624,2624,3,3,False,0,5.0,423.0,1833.0,2073.0,28.0,20.0,8.0,54.0,125.0,2624.0,True,1833.0,2.562,"Bell, Arthur L.",2,6.0,80.0,2.0,0.0,78.0,0.0,0.0,0.0,0.0,978.0,1274.0,39.23,52.797,1
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49,0.681868743047831,10183,,,,,,,,,,2980,1582,1185,4436,2358,962,721,2358,2358,3,3,False,0,3.0,411.0,1493.0,1761.0,23.0,5.0,4.0,32.0,185.0,2358.0,True,1493.0,2.497,"Arford, Poppy",2,4.0,94.0,1.0,0.0,93.0,0.0,0.0,0.0,0.0,899.0,1189.0,41.448,57.301,1
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90,0.2702970297029703,9354,,,,,,,,,,2365,1768,1151,4070,2083,1007,654,2083,2083,3,3,False,0,5.0,358.0,1441.0,1671.0,22.0,12.0,9.0,41.0,53.0,2083.0,True,1441.0,2.533,"Crafts, Lydia V.",2,6.0,43.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,1010.0,1143.0,49.901,57.698,1
Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11,0.5736704446381866,25093,,,,,,,,,,7085,3936,3321,10751,5723,2301,1983,5723,5723,3,3,False,0,13.0,950.0,3824.0,4342.0,88.0,42.0,27.0,146.0,427.0,5723.0,True,3824.0,2.541,"Curry, Glenn Chip",2,17.0,260.0,7.0,0.0,253.0,0.0,0.0,0.0,0.0,2294.0,2807.0,43.455,55.927,1
Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2,0.5060638073103739,240029,,,,,,,,,,72649,33432,26941,107007,58506,19757,15818,58506,58506,3,3,False,0,315.0,18844.0,28287.0,33958.0,4096.0,574.0,456.0,4920.0,5518.0,58506.0,True,28287.0,2.171,"Crafts, Dale John",2,427.0,4247.0,57.0,0.0,4190.0,0.0,0.0,0.0,0.0,23665.0,28019.0,45.024,57.994,1
Maine_11062018_CongressionalDistrict2,0.14392415325486427,372298,,,,,,,,,,53132,36466,35333,247367,52091,21887,17491,64953,69374,4,5,True,0,462.0,147923.0,112155.0,142226.0,12625.0,1994.0,14626.0,27984.0,5711.0,296077.0,True,76910.0,2.14,"DEM Golden, Jared F.",3,742.0,8253.0,98.0,135.0,8020.0,0.0,0.0,0.0,0.0,132013.0,142440.0,45.581,50.624,2
Maine_11082022_CongressionalDistrict2,0.14185138259381652,1401838,,,,,,,,,,329262,195637,220159,656780,322778,118127,93831,322778,322778,3,4,False,0,1057.0,157159.0,83583.0,160112.0,66619.0,2297.0,9741.0,77421.0,4944.0,322778.0,True,80711.0,1.798,"Golden, Jared Forrest",3,1452.0,5104.0,68.0,150.0,4886.0,0.0,0.0,0.0,0.0,153074.0,165136.0,48.383,53.051,1
Minneapolis_08112020_Ward6CityCouncilSpecialElection,0.5577223088923557,16627,,,,,,,,,,2766,1634,2264,9963,1797,1055,1348,2525,3145,12,3,False,1,25.0,4041.0,3065.0,3705.0,1122.0,65.0,83.0,1246.0,288.0,8046.0,True,3065.0,1.871,Jamal Osman,12,52.0,2645.0,23.0,0.0,1095.0,0.0,1527.0,936.0,591.0,2119.0,2780.0,27.498,54.93,1
Minneapolis_11022021_CityCouncilWard1,0.12113127001067236,21864,,,,,,,,,,291,4992,4572,12009,188,3231,2838,2875,3026,4,3,False,0,4.0,5297.0,3595.0,6141.0,432.0,10.0,34.0,468.0,703.0,12142.0,True,3595.0,1.851,Elliott Payne,4,10.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,5508.0,5742.0,48.193,52.539,1
Minneapolis_11022021_CityCouncilWard10,0.5945686133141072,25175,,,,,,,,,,1292,5611,3921,14351,1067,3831,2545,2662,3612,6,3,False,1,9.0,2117.0,5644.0,8542.0,207.0,16.0,21.0,238.0,685.0,11345.0,True,5644.0,2.331,Aisha Chughtai,6,10.0,1715.0,3.0,0.0,1258.0,0.0,454.0,345.0,109.0,3932.0,5358.0,36.92,59.966,1
Minneapolis_11022021_CityCouncilWard11,0,24937,,,,,,,,,,681,7395,740,16121,587,4974,528,823,1115,5,3,False,1,4.0,6268.0,3876.0,7109.0,357.0,13.0,32.0,399.0,499.0,13877.0,True,3876.0,1.821,Emily Koski,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7798.0,7798.0,58.338,58.338,1
Minneapolis_11022021_CityCouncilWard12,0,25612,,,,,,,,,,439,6697,114,18362,295,4803,96,322,391,3,3,False,0,8.0,8765.0,2732.0,6594.0,581.0,17.0,34.0,622.0,722.0,16083.0,True,2732.0,1.607,Andrew Johnson,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9945.0,9945.0,64.809,64.809,1
Minneapolis_11022021_CityCouncilWard13,0,30096,,,,,,,,,,907,7763,3640,17786,680,5293,2652,3060,3332,5,3,False,1,6.0,7584.0,4186.0,8881.0,337.0,23.0,26.0,381.0,562.0,17028.0,True,4186.0,1.794,Linea Palmisano,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10890.0,10890.0,66.193,66.193,1
Minneapolis_11022021_CityCouncilWard3,0.20288445956895154,25803,,,,,,,,,,314,6090,4626,14773,215,4156,2922,2817,3137,4,3,False,0,17.0,5836.0,4242.0,7517.0,426.0,25.0,64.0,500.0,1078.0,14438.0,True,4242.0,1.88,Michael Rainville,4,41.0,778.0,1.0,0.0,777.0,0.0,0.0,0.0,0.0,6012.0,6892.0,45.139,54.956,1
Minneapolis_11022021_CityCouncilWard4,0,13940,,,,,,,,,,168,4116,2072,7584,93,2592,1403,1405,1496,3,3,False,0,3.0,3413.0,2017.0,3848.0,502.0,10.0,21.0,530.0,238.0,7500.0,True,2017.0,1.807,LaTrisha Vetaw,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.0,4397.0,60.598,60.598,1
Minneapolis_11022021_CityCouncilWard5,0.8059459459459459,12177,,,,,,,,,,904,2361,2189,6723,610,1479,1440,1642,2050,7,3,False,1,8.0,1956.0,2406.0,3529.0,448.0,19.0,42.0,501.0,128.0,5616.0,True,2406.0,2.081,Jeremiah Ellison,7,18.0,1338.0,8.0,0.0,956.0,0.0,374.0,164.0,210.0,1747.0,2111.0,31.938,51.089,1
Minneapolis_11022021_CityCouncilWard6,0,9724,,,,,,,,,,658,2021,95,6950,377,1535,55,423,432,2,3,False,0,5.0,4619.0,82.0,1692.0,978.0,8.0,67.0,1032.0,558.0,6871.0,True,1652.0,1.281,Jamal Osman,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3741.0,3741.0,59.4,59.4,1
Minneapolis_11022021_CityCouncilWard7,0,21042,,,,,,,,,,252,4298,3679,12813,204,2738,2454,2365,2658,4,3,False,0,1.0,6067.0,3296.0,5588.0,304.0,11.0,25.0,336.0,674.0,12329.0,True,3296.0,1.762,Lisa Goodman,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7211.0,7211.0,61.897,61.897,1
Minneapolis_11022021_CityCouncilWard8,0,13534,,,,,,,,,,55,2088,704,10687,33,1327,483,512,516,2,3,False,0,0,9582.0,105.0,1066.0,1077.0,10.0,50.0,1126.0,678.0,11326.0,True,723.0,1.11,Andrea Jenkins,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9036.0,9036.0,84.925,84.925,1
Minneapolis_11022021_CityCouncilWard9,0,13438,,,,,,,,,,1257,3857,161,8163,908,2482,102,800,1010,8,3,False,1,1.0,2909.0,2463.0,3784.0,307.0,3.0,34.0,335.0,290.0,6983.0,True,2463.0,1.933,Jason Chavez,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3797.0,3797.0,56.765,56.765,1
Minneapolis_11022021_Mayor,0.11748527697228782,324436,,,,,,,,,,18814,63117,52976,189529,13709,38283,38291,35972,52000,18,3,False,1,154.0,38820.0,66858.0,105154.0,4889.0,315.0,386.0,5522.0,1308.0,145337.0,True,66858.0,2.194,Jacob Frey,17,211.0,13394.0,50.0,0.0,7043.0,0.0,6301.0,4946.0,1355.0,61572.0,68822.0,42.812,52.768,1
Minneapolis_11022021_ParkBoardAtLarge,0.47834458495768756,246135,,,,,,,,,,18103,47717,34223,146092,14062,29832,21532,27315,35594,7,3,False,1,208.0,30740.0,59589.0,75910.0,2241.0,271.0,164.0,2651.0,38554.0,145337.0,True,59589.0,2.268,Meg Forney,7,235.0,27631.0,31.0,0.0,18340.0,0.0,9260.0,7905.0,1355.0,31589.0,47788.0,29.648,60.555,1
Minneapolis_11022021_ParkBoardDistrict1,0,17976,,,,,,,,,,0,3006,237,14731,0,1595,137,137,137,1,3,False,0,3.0,14462.0,0,267.0,1637.0,7.0,36.0,1668.0,9620.0,24351.0,True,14488.0,1.018,Billy Menz,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14430.0,14430.0,98.077,98.077,1
Minneapolis_11022021_ParkBoardDistrict2,0.6799821468422227,21926,,,,,,,,,,230,5236,3921,12539,127,3142,2402,2069,2529,3,3,False,0,3.0,4839.0,4289.0,5972.0,507.0,9.0,35.0,549.0,4534.0,15345.0,True,4289.0,1.949,Becka Thompson,3,9.0,1394.0,1.0,0.0,1393.0,0.0,0.0,0.0,0.0,4475.0,5275.0,41.428,56.069,1
Minneapolis_11022021_ParkBoardDistrict3,0,25614,,,,,,,,,,635,5435,3108,16436,357,3401,2132,2020,2489,3,3,False,0,9.0,9750.0,3282.0,5504.0,936.0,17.0,154.0,1089.0,3976.0,19233.0,True,3282.0,1.576,Becky Alper,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9068.0,9068.0,59.572,59.572,1
Minneapolis_11022021_ParkBoardDistrict4,0,27051,,,,,,,,,,151,4779,213,21908,93,4104,148,167,241,2,3,False,0,6.0,13111.0,388.0,6235.0,738.0,16.0,33.0,780.0,6274.0,25623.0,True,6033.0,1.342,Elizabeth Shaffer,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11900.0,11900.0,61.531,61.531,1
Minneapolis_11022021_ParkBoardDistrict5,0,38141,,,,,,,,,,166,9247,5160,23568,96,6094,3617,3302,3713,3,3,False,0,5.0,11967.0,5363.0,10023.0,475.0,13.0,30.0,514.0,8316.0,30308.0,True,5363.0,1.7,Steffanie Musich,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13327.0,13327.0,60.621,60.621,1
Minneapolis_11022021_ParkBoardDistrict6,0.8905576757355657,50193,,,,,,,,,,1290,10239,6265,32399,1173,7371,4101,4308,5274,4,3,True,0,11.0,9355.0,9899.0,15167.0,373.0,22.0,38.0,430.0,5951.0,30477.0,True,9899.0,2.022,Cathy Abene,4,18.0,4674.0,4.0,0.0,4670.0,0.0,0.0,0.0,0.0,6442.0,11616.0,26.285,58.566,2
Minneapolis_11052013_Mayor,0.3404854853385776,209661,,,,,,,,,,18362,56320,32422,102557,12853,33097,19006,25982,31859,35,3,False,1,104.0,11044.0,58944.0,68371.0,1742.0,189.0,292.0,2172.0,639.0,80101.0,True,58944.0,2.602,BETSY HODGES,35,150.0,15518.0,37.0,0.0,5414.0,0.0,10067.0,9079.0,988.0,28951.0,38852.0,36.503,60.902,1
Minneapolis_11052013_PRBoardDistrict2,0,9697,,,,,,,,,,35,2198,1393,6071,19,1813,1137,1153,1156,2,3,False,0,0,3298.0,196.0,2756.0,499.0,1.0,42.0,535.0,2404.0,8458.0,True,2702.0,1.488,JON OLSON,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4065.0,4065.0,67.246,67.246,1
Minneapolis_11052013_PRBoardDistrict6,0,21075,,,,,,,,,,25,4474,2812,13764,16,4076,2506,2517,2522,2,3,False,0,2.0,7342.0,285.0,6397.0,473.0,7.0,14.0,490.0,4782.0,18523.0,True,6305.0,1.486,BRAD BOURN,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8902.0,8902.0,64.798,64.798,1
Minneapolis_11052013_Ward13CityCouncil,0.2280279842588544,25781,,,,,,,,,,402,7082,6406,11891,342,4178,3821,3718,4163,5,3,False,1,2.0,1832.0,6464.0,8627.0,150.0,13.0,17.0,180.0,282.0,10742.0,True,6464.0,2.443,LINEA PALMISANO,5,6.0,695.0,5.0,0.0,582.0,0.0,108.0,72.0,36.0,4450.0,5057.0,42.567,51.819,1
Minneapolis_11052013_Ward5CityCouncil,0.5126377187297473,8265,,,,,,,,,,210,1994,1796,4265,149,1198,1120,1000,1269,4,3,False,0,2.0,1070.0,1914.0,2429.0,255.0,5.0,27.0,284.0,123.0,3622.0,True,1914.0,2.241,BLONG YANG,4,11.0,259.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,1470.0,1836.0,42.144,56.86,1
Minneapolis_11052013_Ward9CityCouncil,0.21332616872649113,10109,,,,,,,,,,335,2541,2429,4804,240,1531,1463,1565,1703,6,3,False,1,1.0,920.0,2343.0,3259.0,198.0,5.0,13.0,214.0,130.0,4310.0,True,2343.0,2.34,ALONDRA CANO,6,5.0,431.0,0.0,0.0,281.0,0.0,150.0,86.0,64.0,1698.0,1987.0,40.671,53.072,1
Minneapolis_11062009_Mayor,0,80308,,,,,,,,,,4034,22591,2605,51078,3025,13921,1810,3618,4835,11,3,False,1,0,24236.0,14152.0,20921.0,72.0,0,0,72.0,811.0,45968.0,True,14152.0,1.777,R.T. Rybak,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33234.0,33234.0,73.597,73.597,1
Minneapolis_11062009_PRBoardDistrict1,0,9210,,,,,,,,,,15,2215,857,6123,9,1336,568,464,577,3,3,False,0,0,3852.0,1356.0,1990.0,17.0,0,0,17.0,1065.0,6907.0,True,1356.0,1.573,Liz Wielinski,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335.0,4335.0,74.204,74.204,1
Minneapolis_11062009_PRBoardDistrict2,0,7012,,,,,,,,,,7,1004,892,5109,5,951,848,851,853,2,3,False,0,0,3298.0,94.0,1802.0,14.0,0,0,14.0,844.0,5944.0,True,1767.0,1.372,Jon Olson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.0,2874.0,56.353,56.353,1
Minneapolis_11062009_PRBoardDistrict3,0,6114,,,,,,,,,,0,830,60,5224,0,790,43,34,43,2,3,False,0,0,3456.0,69.0,1280.0,25.0,0,0,25.0,1424.0,6160.0,True,1215.0,1.285,Scott Vreeland,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.0,3430.0,72.424,72.424,1
Minneapolis_11062009_PRBoardDistrict4,0,5276,,,,,,,,,,0,77,56,5143,0,57,37,37,37,1,3,False,0,0,5067.0,0,76.0,45.0,0,0,45.0,2246.0,7389.0,True,5031.0,1.015,Anita Tabb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5012.0,5012.0,97.453,97.453,1
Minneapolis_11062009_PRBoardDistrict5,0.5261109309114499,14767,,,,,,,,,,194,2847,2636,9090,163,1913,1803,1703,1966,5,3,False,1,0,3465.0,2513.0,4383.0,16.0,0,0,16.0,1534.0,9382.0,True,2513.0,1.879,Carol Kummer,5,0.0,957.0,0.0,0.0,893.0,0.0,64.0,53.0,11.0,2964.0,3620.0,37.768,52.532,1
Minneapolis_11062009_PRBoardDistrict6,0.24944703858441877,14630,,,,,,,,,,81,3091,2324,9134,76,2178,1545,1416,1621,4,3,False,0,0,4223.0,2124.0,4131.0,18.0,0,0,18.0,1832.0,10186.0,True,2124.0,1.749,Brad Bourn,4,0.0,548.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,4023.0,4300.0,48.157,55.086,1
Minneapolis_11062009_Ward10CityCouncil,0,6155,,,,,,,,,,88,1861,438,3768,84,1271,306,312,390,4,3,False,0,0,1482.0,975.0,1847.0,4.0,0,0,4.0,102.0,3431.0,True,975.0,1.848,Meg Tuthill,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.0,2405.0,72.244,72.244,1
Minneapolis_11062009_Ward11CityCouncil,0,6675,,,,,,,,,,30,1815,21,4809,30,1537,18,39,48,3,3,False,0,0,1867.0,510.0,2143.0,12.0,0,1.0,13.0,225.0,4235.0,True,510.0,1.662,John Quincy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.0,2551.0,63.616,63.616,1
Minneapolis_11062009_Ward12CityCouncil,0,8308,,,,,,,,,,216,2148,292,5652,216,1507,213,328,429,4,3,False,0,0,2361.0,1224.0,2357.0,9.0,0,0,9.0,100.0,4818.0,True,1224.0,1.759,Sandy Colvin Roy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,3035.0,64.328,64.328,1
Minneapolis_11062009_Ward13CityCouncil,0,9555,,,,,,,,,,41,2453,437,6624,28,1808,363,217,391,3,3,False,0,0,3427.0,1001.0,2554.0,18.0,0,0,18.0,78.0,6059.0,True,1001.0,1.594,Betsy Hodges,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4141.0,4141.0,69.236,69.236,1
Minneapolis_11062009_Ward1CityCouncil,0,7932,,,,,,,,,,107,2070,1050,4705,100,1431,684,630,784,5,3,False,1,0,1469.0,1455.0,2500.0,8.0,0,0,8.0,47.0,4016.0,True,1455.0,1.996,Kevin Reich,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1997.0,50.315,50.315,1
Minneapolis_11062009_Ward2CityCouncil,0,3206,,,,,,,,,,2,374,133,2697,2,343,126,128,128,2,3,False,0,0,2214.0,26.0,475.0,16.0,0,0,16.0,153.0,2842.0,True,437.0,1.186,Cam Gordon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2260.0,2260.0,84.046,84.046,1
Minneapolis_11062009_Ward3CityCouncil,0,4031,,,,,,,,,,125,1083,244,2579,105,754,163,226,268,4,3,False,0,0,1062.0,641.0,1160.0,7.0,0,0,7.0,35.0,2257.0,True,641.0,1.811,Diane Hofstede,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,1465.0,65.932,65.932,1
Minneapolis_11062009_Ward4CityCouncil,0.24951519069166128,6434,,,,,,,,,,63,1231,1250,3890,61,802,827,690,888,4,3,False,0,0,1416.0,1250.0,1883.0,2.0,0,0,2.0,23.0,3322.0,True,1250.0,1.95,Barbara A. Johnson,3,0.0,193.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,1546.0,1618.0,46.863,52.093,1
Minneapolis_11062009_Ward5CityCouncil,0.34097421203438394,4500,,,,,,,,,,77,931,943,2549,67,587,608,504,675,5,3,False,1,0,828.0,981.0,1342.0,6.0,0,0,6.0,30.0,2200.0,True,981.0,2.071,Don Samuels,5,0.0,146.0,0.0,0.0,129.0,0.0,17.0,14.0,3.0,1020.0,1131.0,47.005,55.879,1
Minneapolis_11062009_Ward6CityCouncil,0,4123,,,,,,,,,,177,1101,396,2449,149,693,275,269,424,6,3,False,1,0,671.0,930.0,1259.0,4.0,0,0,4.0,52.0,1982.0,True,930.0,2.134,Robert Lilligren,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,1020.0,52.85,52.85,1
